author,work,year,doc_id,text,DIL,DIL_Sonnet,DIL_gpt_5_2
Viola,,,Viola_Ferretti_Emilia-A_quarantacinque_anni-1874.txt,"E l’avvocato chinò daccapo la testa su quell’altra testolina nera, che cominciava a destarsi da una convulsione di pianto, e sorbì la dolce fragranza di quelle trecce scure, guardò come trasognato la bianca fronte appoggiata al suo abito umido di lagrime e pensò che non aveva mentito. Oh no, le aveva detto il vero lui, l'uomo di quarantacinque anni! Un sorriso sardonico, pieno di dolore e d’ira, sconvolse tutta la sua fisonomia, l’alterò, l’invecchiò.",yes,yes,yes
Butti_Enrico_Annibale,L_incantesimo,1897.0,Butti_Enrico_Annibale-L_incantesimo-1897.txt,"Uno sguardo, un sorriso, una lacrima. Allora un nuovo fantasma si disegnò terribile nell'oscurità d'avanti a lui. La figura di donna Marta, stesa sul letto, supina, con la faccia sconvolta, con i capelli irti e dispersi, con la bocca vacua, con la pupilla fissa a un segno inconoscibile tra le palpebre socchiuse, riapparve.",yes,no,no
Campanile_Achille,Giovinotti_non_esageriamo,1929.0,Campanile_Achille-Giovinotti_non_esageriamo-1929.txt,Non potettero far nulla. Tutti i giocatori erano più veloci del pallone. Davano un calcio e arrivavano prima loro che il pallone.,no,no,no
Negri_Ada,Le_Solitarie,1917.0,Negri_Ada-Le_Solitarie-1917.txt,"I comignoli e i cornicioni dei tetti serbavano un purpureo riflesso di sole, mentre le vetrine e i marciapiedi accendevano i loro strani fiori di cristallo. Tram carichi di gente passavano scampanellando, suscitando dalle rotaie scintille azzurre súbito spente.
  E carrozze e automobili e biciclette e carri: a Maria Chiara pareva di veder tutto per la prima volta. Quanta vita!",yes,no,yes
De Amicis,,,De_Amicis_Edmondo-Cuore-1886.txt,"Tutti stettero zitti. - Domanda perdono, - disse il Direttore a Garoffi. Garoffi, scoppiando in pianto, abbracciò le ginocchia del vecchio, e questi, cercata con la mano la testa di lui, gli carezzò i capelli. Allora tutti dissero: - Va', ragazzo, va', torna a casa! - E mio padre mi tirò fuori della folla e mi disse strada facendo: - Enrico, in un caso simile, avresti il coraggio di fare il tuo dovere, di andar a confessare la tua colpa? - Io gli risposi di sì.",no,no,no
De Marchi,,,De_Marchi_Emilio-Arabella-1893.txt,"""Non è la prima volta che offro la mia casa a dei bravi giovani. Quest'inverno ci ha dormito anche il marchesino e non si è trovato male. Già, intesi: io non posso offrire di più che una coperta.""",no,no,yes
Deledda_Grazia,Stella_d_oriente,1890.0,Deledda_Grazia-Stella_d_oriente-1890.txt,"E quegli occhi Maria li vide fissare su lei uno sguardo da serpente ammaliatore. Il giovine vestiva un elegante e ricco costume da caccia in velluto verde, e le canne del fucile che teneva ad armacollo luccicavano tanto che Maria dovette abbassare gli sguardi al loro splendore: così almeno ella credette. Ma li rialzò tosto, li abbassò ancora, li alzò per la terza volta e alla fine li chiuse… Tramontato il sole, il fucile non luccicava più: perché dunque Maria aveva chiuso gli occhi?",yes,yes,yes
Rovetta,Gerolamo_Ninnoli_1882,,Rovetta-Gerolamo_Ninnoli_1882.txt,"Non c'è dubbio, la casa della contessa è a dieci passi, lui è a venti, e prima non lo aveva veduto. Ad ogni costo vuol sapere come sta la faccenda, e si affretta per raggiungere quell'altro.
- Capitano!",yes,yes,yes
Negri_Ada,Le_Solitarie,1917.0,Negri_Ada-Le_Solitarie-1917.txt,"E mi presi, infine, per provare, un amante. Oh, la gioia d'ingannare mio marito, di raggirarlo col raggiro che lui stesso mi aveva rinfacciato, d'abbassarmi al livello delle cattive donne alle quali mi aveva tante volte, ingiustamente, paragonata! Non per amore, sapete?",no,yes,yes
Butti_Enrico_Annibale,L_incantesimo,1897.0,Butti_Enrico_Annibale-L_incantesimo-1897.txt,"Flavia, il dramma terribile a cui abbiamo assistito insieme; dovresti rammentare le mie lacrime e le mie disperazioni, che non ho cercato di nasconderti; dovresti rammentare l'ultimo gesto della mia povera mamma, quando morendo riunì le nostre mani sul suo cuore.... Non sono, lo sai, nè un uomo perverso nè un fanciullo esaltato. Quei lugubri ricordi, a cui si lega indissolubilmente il nostro amore, ti dovrebbero persuadere ch'io non posso illudermi e non saprei ingannarti.",no,yes,no
Campanile_Achille,Giovinotti_non_esageriamo,1929.0,Campanile_Achille-Giovinotti_non_esageriamo-1929.txt,"Si lavano la faccia? No. Quando entrano nel mare ed hanno l’acqua a un’altezza sufficiente, per prima cosa fanno...",yes,yes,no
Butti_Enrico_Annibale,L_incantesimo,1897.0,Butti_Enrico_Annibale-L_incantesimo-1897.txt,"Sorrise debolmente (oh, quel sorriso non era, non era di questa vita!). Poi, avendo chiusi gli occhi, con un atto repentino avvicinò le mani di Flavia e d'Aurelio, le riunì sopra il suo cuore, ritirò le sue con lenta precauzione, e parve assopirsi sotto il calore di quel nodo di giovinezza ch'ella medesima aveva voluto stringere in un estremo risveglio della coscienza. I due giovini, chini su di lei, non si guardarono: stettero immobili, compresi come dalla solennità d'un rito religioso.",yes,yes,yes
Butti_Enrico_Annibale,L_incantesimo,1897.0,Butti_Enrico_Annibale-L_incantesimo-1897.txt,"Flavia o un'altra? Era Flavia, non poteva esser che Flavia. Grandi fatti erano avvenuti, che ora non rammentava più; ed egli l'aveva sposata!...",yes,yes,yes
Barbieri,,,Barbieri_Ulisse-In_Basso-1885.txt,"Eppure una risoluzione bisognava prenderla, ed egli non poteva restare lì.... inerte, dinanzi alla certezza del pericolo, rappresentato troppo evidentemente dalla presenza del puntarolista in quel luogo. Era solo?... C'erano altri.... con lui?...",yes,yes,yes
Rovetta,Gerolamo_Ninnoli_1882,,Rovetta-Gerolamo_Ninnoli_1882.txt,"Perchè non ero ubbriaco, perchè non sono un mascalzone come quell'altro, perchè sono una persona educata!...
- Hai paura!... Hai paura di batterti!...",no,no,no
Baratono,,,Baratono_Pierangelo-Bob_E_Il_Suo_Metodo-1914.txt,"Bob lasciò all'assemblea il tempo di sfogarsi, poi riprese a parlare  - D'accordo. Orazio, benchè fosse un poeta, aveva compreso.",no,yes,no
Campanile_Achille,Giovinotti_non_esageriamo,1929.0,Campanile_Achille-Giovinotti_non_esageriamo-1929.txt,"Nulla vietava che lo fosse, infatti. Maldacea abbassò l’arma e se ne stette zitto, insieme con gli altri, sul vascello dai lumi spenti, ad aspettare che i doganieri se ne andassero.
 
I pirati canticchiavano a mezza voce:
“È caduta la luna in mezzo al mare...”
* * * Ora, è fuor di dubbio che i doganieri non avrebbero mai scoperto la nave buia, se Fagiolino non avesse commesso un’imprudenza.",yes,yes,no
Deledda_Grazia,Stella_d_oriente,1890.0,Deledda_Grazia-Stella_d_oriente-1890.txt,"Non poteva abbandonare il remo ché sarebbero annegati e vedeva Donna Anna, là, stesa, stecchita come morta, in fondo alla barca, in un orribile bagno. E dire che si trovavano a due o tre metri dalla riva!
– Aiuto! Aiuto! – urlò il marchese.",yes,yes,yes
Cantoni,,,Cantoni_Alberto-L'Illustrissimo-1906.txt,"Siete di casa? - No, pur troppo. Ma lavoro anch'io un'altra piccola pezzuola di terra del conte di Buggerate. - Di chi? - domandò Galeazzo pigliandolo scherzosamente pel coppino. - È il suo nome. Non ne ho già colpa io, - rispose l'altro, ripetendosi, come quello che era in buona fede, all'usanza di tutti i contadini, quando storpiano i nomi del prossimo. - Vado.",no,yes,no
Campanile_Achille,Giovinotti_non_esageriamo,1929.0,Campanile_Achille-Giovinotti_non_esageriamo-1929.txt,"Buon viaggio.”
“Grazie, buona permanenza.”
“Saluti a tutti!”
“Altrettanto.”
“E torni fra poco.”
 
Il guardasala prese a sventolare il fazzoletto, piangendo; e rinnovò i saluti al passaggio di tutti i partenti, aggrappandosi ora all’uno ora all’altro.
“Coraggio!” dissero i nostri amici, abbracciandolo più volte.
“Io non dovevo fare questo mestiere,” ripeteva il foratore dei biglietti, tra i singhiozzi “sono troppo sensibile.”
Era vero. Il brav’uomo era un guardasala sentimentale; messo all’ingresso della stazione per forare i biglietti dei viaggiatori, non mancava di commuoversi al passaggio di tutti i partenti, col risultato di far perdere il treno a una quantità di persone. Fino al giorno in cui, in seguito a molti reclami, la direzione delle ferrovie intervenne energicamente, passando il sensibile funzionario al lato arrivi.",yes,yes,no
Dandolo_Milly,Il_figlio_del_mio_dolore,1921.0,Dandolo_Milly-Il_figlio_del_mio_dolore-1921.txt,"La penombra si addensò ad un tratto o così parve a lui che chiuse gli occhi tendendo le braccia a traverso l’inferriata, aspettando le piccole lunghe mani che si fermarono nelle sue, ma fredde come la morte nelle sue che bruciavano. Tacquero così a lungo ch’ella vide l’ombra scendere sul deserto e sul silenzio. Perchè nessuno veniva e nessuno parlava?",yes,yes,yes
De Marchi,,,De_Marchi_Emilio-Arabella-1893.txt,"""Sarà effetto del legnetto allora,"" soggiunse il delegato con un riso grasso in fondo alla gola ""ma un caffè come il vostro non lo si beve nemmeno al Cova. Quando sarò in punto di morte vi farò avvertire, perché io credo che questo aiuti a salvar l'anima."" ""Lei vien giovane e grasso tutti i giorni e parla di morire.",no,no,no
Baricelli,,,Baricelli_Carmela-I_Vinti_Ovvero_Il_Genio_Oppresso-1907.txt,"Conseguito il successo, che ancor tutti si aspettano da voi, ci sposeremo subito, affinchè nessuno si accorga o sappia della vostra caduta finanziaria. Intanto, guai se alcuno saprà qualche cosa de' fatti vostri: salite più presto che potete la somma vetta della gloria, sulla quale sta la mia mano di sposa per voi; ma guardatevi, Valerio, guardatevi da altre cadute di qualunque genere. Poi, un'altra condizione: non dovete più opporvi alla riuscita a deputato di Xenio; giacchè l'elezione non è possibile per voi, lasciate sgombra la via a lui, egli ci potrà essere utile in avvenire. - A quel nome, Valerio si sentì rimescolare il sangue; a quell'ingiunzione ebbe una vampa di nuova ribellione al cervello; ma ormai le commozioni, succedutesi nell'animo suo quella sera, l'avevano esausto d'ogni forza morale, ed Armida era quel momento così bella, così seducente, così generosa, ch'egli non ebbe più il coraggio d'irritarla; però, abbassò il capo per ringoiare una lacrima di amarezza.",no,yes,no
Campanile_Achille,Giovinotti_non_esageriamo,1929.0,Campanile_Achille-Giovinotti_non_esageriamo-1929.txt,"Eri un mascalzone, eri una gran birba, ma ci eravamo affezionati a te. Salomone si volse al vecchietto, ma era avvenuto un fatto molto strano: benché la porta e le finestre fossero ermeticamente chiuse, il vecchietto era scomparso.
 
E nella sala, s’era diffuso un puzzo di zolfo e di bruciaticcio.1
Frattanto, il secondo misterioso personaggio, che non aveva ancora parlato, si volse al primo e chiese:
“L’incontro fra lei e quel tale in tram, non avvenne per caso a Milano?”
“Per l’appunto” rispose il primo.
“Oh, caro,” fece il secondo, abbracciandolo “quel tale sono io.”
Il primo sconosciuto si volse a Salomone:
“Allora,” disse, aggrottando le ciglia “non era lei?”
Salomone divenne rosso fino alla cima dei capelli.
“Impostore!” gridò l’altro. “Vada via di qua.”
Il sindaco uscì mogio mogio. Rimasti soli nel salone, i due vecchi amici dettero la stura ai ricordi.",yes,yes,no
Capuana,,,Capuana_Luigi-Il_Marchese_Di_Roccaverdina-1901.txt,"A quegli insinua: ""Ammazza!"". A uno: ""Fornica!"". A un altro: ""Tradisci!..."".",no,yes,no
Castelnuovo,,,Castelnuovo_Enrico-Il_Fallo_Di_Una_Donna_Onesta-1897.txt,"Quella almeno ci difende delle tentazioni... E i figli, che àncora di salvezza! Guardando, di là dai vetri, la luna che discendeva sull'orizzonte, la Teresa pensava che anch'ella avrebbe potuto avere un figliuolo di poco minore di Guido di Reana... avviato forse nella stessa carriera, imbarcato forse sullo stesso legno col grado di guardia marina.",no,no,yes
Butti_Enrico_Annibale,L_incantesimo,1897.0,Butti_Enrico_Annibale-L_incantesimo-1897.txt,"Io sono diverso, sostanzialmente diverso da codesta gente borghese, che pecca per debolezza e si rinfranca per viltà. Altro sangue scorre nelle mie vene; e altra legge presiede alla mia condotta. Se un giorno per disgrazia dovessi trovarmi legato a Flavia da una promessa, da una semplice confessione d'amore, saprei senza dubbio sopportarne con dignità qualunque conseguenza...",yes,no,no
Campanile_Achille,Giovinotti_non_esageriamo,1929.0,Campanile_Achille-Giovinotti_non_esageriamo-1929.txt,Nuotano? Bevono? Corrono?,yes,no,yes
Baricelli,,,Baricelli_Carmela-I_Vinti_Ovvero_Il_Genio_Oppresso-1907.txt,"Perdonate, Bianca, ad un povero uomo, il quale non sa che di carta e stracci. La giovane non capì gran che del discorso di Delfi, ma fu contenta che egli si fosse tranquillato, disponendosi a lasciarla in pace; perciò gli stese la mano in segno d'amicizia. L'industriale avrebbe voluto mangiarsela quella manina candida che si nascondeva tutta nella sua grossa, ma si accontentò di stringerla come in una carezza, poi le chiese di nuovo scusa, e se ne andò.",no,yes,no
Bandi,,,Bandi_Giuseppe-Da-Custoza-In-Croazia-Memorie-D-Un-Prigioniero-1866.txt,"Quanto diversamente non sarebbe terminato il giorno di Custoza, se dieci o dodici battaglioni fossero stati condotti a rinforzare il Pianell nella sua mossa tanto bene intesa ed opportuna! In una parola; si attaccò una battaglia campale colla testa nel sacco, e dopo averla perduta se ne esagerarono le conseguenze peggio che si fosse trattato della rotta di Canne. Si volle fuggire per 10 giorni, mentre si poteva star fermi ed attenuare o mascherare almeno agli occhi d'Italia e del mondo lo scacco matto ricevuto con tanta innocenza.",yes,no,no
Butti_Enrico_Annibale,L_incantesimo,1897.0,Butti_Enrico_Annibale-L_incantesimo-1897.txt,Che cosa aveva egli fatto? Non sapeva. Sapeva di non aver veduto una faccia amica durante quel tempo; di non aver pensato una volta al suo lavoro; d'aver vissuto una vita fantastica e contemplativa nell'immobilità morale d'un Asiatico in aspettazione del Nirvana. «A che combattere?,yes,no,yes
Emiliani,,,Emiliani_Giudici_Paolo-Beppe_Arpia-1851.txt,"Dopo poco si riprova di rialzare gli occhi e rifissarli piú attentamente sopra i due compagni di viaggio, e vede o gli par di vedere... Dio santissimo!... Un orribile tremito repentino gli assale tutta la persona, appena ha forza di rialzarsi, e rasentando l'orlo della nave come un uomo che brancichi al buio, si strascina al suo stanzino e vi si richiude.",yes,yes,yes
Baricelli,,,Baricelli_Carmela-I_Vinti_Ovvero_Il_Genio_Oppresso-1907.txt,"Non so nulla io; i conti li trovai perfettamente in regola; non mi devi nulla sull'azienda chiusa, ma la rovina deve essere caduta sui tuoi figli. Parla tu, non mi dissero nulla loro; parla tu, li salveremo, se siamo ancora a tempo; pensa che sei dinanzi ad un fratello, non ad un giudice; sgravati dunque la coscienza! Tuo figlio muore.",no,no,no
Butti_Enrico_Annibale,L_incantesimo,1897.0,Butti_Enrico_Annibale-L_incantesimo-1897.txt,"Avrebbe forse dovuto vederle ogni giorno per casa, conversare con loro, accompagnarle nelle passeggiate, sacrificare in somma una certa parte del suo tempo prezioso per non incorrere nella taccia di scortese e d'incivile? Tutto ciò lo sgomentava, quasi come l'aspettazione d'una probabile avversità. E non era tanto l'idea (già per lui così grave) del tempo disperso, d'un ozio obbligatorio, che più l'angustiava: era anzi quella d'un'assidua domestichezza con la Donna, con questo essere inferiore e ammaliante ch'egli non conosceva per pratica ma aveva teoricamente giudicato come il più terribile nemico della personalità, il dèmone simbolico della Specie che distrugge l'individuo.",yes,yes,yes
